x,y
8,-0.4465751979476295
6,-0.3872715366906673
6,-0.37342325515562935
7,-1.293309206549208
9,-2.1143042807509036
5,0.4083708283287603
7,-2.6175799736493124
7,-1.4251723135854415
8,-2.7610657400328527
5,-0.09448617446595986
5,0.12785564968454824
11,9.777631234182094
4,1.6974938373526836
7,-0.6731387998415168
5,-0.10641649802050548
5,0.20568828724267743
5,0.6333665784832185
6,-0.35072047176807664
6,0.20105387819144943
6,-0.06605628263261439
9,-2.294638150821194
6,-0.29716788674470185
7,-3.9006930930135044
6,0.009018042268154156
6,1.1130166753242774
7,-2.337649640399378
5,0.7740333828074998
7,-2.939823496512991
6,2.527815934373919
4,0.21595193662359802
6,0.017786692983465104
6,0.47594510267026735
7,-2.163650159473521
6,2.503338972989288
6,-0.23262806617948018
9,-2.665005652092973
6,-0.16226203659270166
5,-0.9328259667332895
5,-1.0636463542162389
6,-0.3646847030007215
6,-0.09362159129217669
5,0.5557425000060379
5,0.6300983296402395
5,0.0947468154856875
6,0.04654779685257936
6,1.0471237113939815
6,-1.9863689816163927
7,-3.9425017699584917
8,-0.023381681314984616
6,-0.42129890926923347
6,0.01320975337191075
6,-0.6028134546287401
5,0.1857566604954141
5,2.3557574589244945
6,0.13772774562321605
7,-0.935479794121214
7,-1.8541594408235909
7,-0.8481704934669576
10,7.045002052212616
4,0.7264658044057375
5,0.6602722354358674
6,0.13419501463485553
6,-1.1249225126734919
9,-1.8039737646864145
8,-1.5805284799395427
9,-2.329691892552974
7,-2.8392880858769587
7,0.25663472298905154
4,0.2993698614502822
7,-2.1963979019385973
8,-0.9689290770500278
4,2.2668019944534223
7,-0.3386532634028247
6,0.07654034157182517
8,-0.20946214314845632
5,0.9031132388117565
4,0.23410216092627292
6,0.3362881059956043
8,-1.1584154680530605
5,0.29990056374901364
8,0.1571876211434859
5,0.487478706065877
6,0.08391084475696163
6,-0.05004743853901478
7,-0.046418960809461784
9,-1.6983699067628886
6,-0.24243733951321514
4,2.0502436480675192
6,-0.48842211061895985
5,0.40328923755525625
4,1.2854907896439551
6,0.41545006188661726
5,0.4558181136042296
9,-0.936535563720337
7,-0.9197011949922742
6,-0.06281988613310766
6,-1.1934149436486012
6,-0.9210083500844992
5,-0.03038621083328436
6,-0.6113606661825928
6,0.5215109545033869
7,-0.5464685484326333
8,-1.3565058376726529
6,-0.7397855455156509
7,-0.6800502269431051
9,-1.5277397457480733
6,-0.6708236582721404
5,-0.2911885012455395
7,-0.5777363980518821
7,-1.017236057281323
7,-0.6480036368944708
7,0.5229807504403579
10,8.46726830612043
7,-0.689306137737394
9,0.2073652157187124
5,1.1454388856799773
6,0.4153638403719266
5,0.1998686527168935
11,4.13163243844152
8,-0.08045468845873113
4,3.111843305700417
4,0.5153081293578831
5,0.0008202518301561687
5,0.11539007909546901
7,-0.889831920424677
5,0.03589268245992948
5,0.2664475043817009
5,-0.41759778342140147
6,-0.6289298579769622
6,0.09868410503878759
8,-1.4167332356001063
7,1.110041755286246
7,0.0189360241369478
6,-1.19348074339557
7,0.6360669646761374
7,-1.3830472001760572
5,0.21288324085516425
9,0.36650917308530384
7,-1.8005790032365054
7,-0.09895251664471091
5,0.3239088662310213
7,-1.1287861151466891
6,0.2088698562108777
6,-1.6053888997166386
10,-4.573706727040826
7,-0.8881810532444208
5,-0.4402496534236971
8,-1.5593492387007943
6,-0.2731111306480369
7,-0.25479197489352834
5,0.0541960211538656
6,5.284794718478647
8,-0.9454466720491255
4,7.807640897467899
7,-2.651390199802721
5,-0.0742999109500159
5,0.9015347273211137
8,-2.1407788657573144
8,-0.4009258295336791
9,2.6828313191043582
6,-0.3966148320657896
10,4.403870914056187
7,-1.6269058294504612
4,0.24657318313222834
5,0.9608893095279923
6,0.1413457153742122
7,-0.026412779282452527
8,-2.7062697158250546
7,-0.4244394026122708
6,0.17910107408714737
7,-0.6420615987872591
7,-1.541704562560911
5,3.4297440218448427
6,-0.10788827310894475
7,-1.3213437824760554
7,-0.7472006568030758
8,-1.2676670376719563
8,0.00826190349412146
9,-0.7065283502119627
5,0.08006391397063349
5,1.0035346305061246
9,0.4264603324325237
7,0.025798414347049187
6,-2.559574518344327
5,0.6351650938288974
12,21.286142959022058
6,-0.715269598423558
8,-0.10835888619922485
6,-0.12939701282213154
5,3.448573800798775
10,5.177886518124335
7,-0.17633445634102016
6,-1.0369891053197944
7,-0.8102419682717298
5,-0.18343504358216292
7,-1.27742800254301
8,0.4211895885082227
8,-4.67878664519083
8,-0.2863121193160118
7,-2.9694688967012874
5,0.6995440474188406
6,-0.3444781007141695
6,-0.7742990465385872
3,2.05631364837276
5,-0.6653830867180183
5,0.5588697330143876
8,0.26334773554955804
6,-0.1300433093880778
7,0.3250283479174722
6,0.00941017965319249
5,-0.7289895814455063
6,0.031636131635950006
7,-0.7959873217994066
5,0.6014285133849485
6,-0.3802340832336586
6,-0.22792477203045883
8,1.2770992018840908
8,-0.06965128578634487
8,-1.016620613833305
5,-0.5905320498865425
5,6.49942213362541
8,-0.7130694743388042
6,-0.22801903188706177
4,0.32746910755160563
8,-3.008765193176102
6,0.14126910607255996
9,0.9151903451107015
5,0.9245177951983851
5,0.024768481586230403
7,-0.9959847953307971
6,0.23428223075177143
9,-1.998225497769442
5,0.8167200496133458
5,-0.13562098086791716
8,-0.7697071145102254
5,0.8668113929764226
6,-0.7953249729385691
7,-0.29838105169002194
7,-3.137618817719885
7,-0.3299193802030124
7,-2.41892027696121
4,0.4487283428751182
6,-0.46317204813762464
6,0.008866068615137026
8,-1.6969047115991829
6,-1.7696114621993744
9,-0.9136352357375639
5,-0.30647411078099124
8,-0.726789842304836
7,-0.12462603297778631
6,-0.07737194034805084
5,3.587503484342368
6,0.5045453875558353
7,-1.5056062951809768
5,0.10100965896833282
8,-1.4033762389905422
7,-0.7939107604921566
