x,y,color,label
20.2653380305717,372.6118905735026,#1f77b4,a
30.181840137148278,373.18300818748423,#1f77b4,a
12.01367990002174,368.3919606321471,#1f77b4,a
11.987996127561946,356.6692326401584,#1f77b4,a
19.13827743716479,381.03086516598233,#1f77b4,a
23.703422589792382,360.4159458974941,#1f77b4,a
18.116968361541304,377.9639526776875,#1f77b4,a
32.80830484730655,373.3312791831547,#1f77b4,a
41.91701881928441,398.6572402301668,#1f77b4,a
35.33439904482739,366.6551766402058,#1f77b4,a
21.906893288181998,387.6307888647776,#1f77b4,a
42.85465538114349,396.01874803700457,#1f77b4,a
18.907301609993844,388.69523155346826,#1f77b4,a
37.16580325359351,375.78493755818,#1f77b4,a
35.65696590268547,393.4045512717199,#1f77b4,a
14.278829381910953,408.7684675101626,#1f77b4,a
34.057195512291514,400.95375897143043,#1f77b4,a
28.551515002940793,377.2265471037066,#1f77b4,a
15.380890896502535,385.98872462618954,#1f77b4,a
39.258013633698965,377.26647780578537,#1f77b4,a
30.268562239339303,393.3447564926332,#1f77b4,a
48.92068136798018,413.9536760578203,#1f77b4,a
28.631827483350335,417.2845299785539,#1f77b4,a
49.69643308767986,409.35420369008216,#1f77b4,a
23.314031246741152,386.3294174815341,#1f77b4,a
26.84747789371275,413.6657200736756,#1f77b4,a
46.350989161241955,408.97133919471423,#1f77b4,a
56.88133398050057,391.4926087307681,#1f77b4,a
57.951051041254274,421.59569623680034,#1f77b4,a
42.859589713551536,422.5239184289197,#1f77b4,a
49.31107631545923,428.04186549496,#1f77b4,a
30.97418874923899,415.1506295231365,#1f77b4,a
29.26087737225243,402.5696745981877,#1f77b4,a
65.85436262173405,404.38088466845795,#1f77b4,a
37.439227769539,424.81896177542603,#1f77b4,a
58.495706324471854,429.600008300031,#1f77b4,a
48.547206070782465,438.1952389112175,#1f77b4,a
62.64369260086926,430.11643755330283,#1f77b4,a
74.4150678813049,448.4969598505712,#1f77b4,a
81.1967782229307,416.295471579062,#1f77b4,a
56.57007371854178,423.61391685434035,#1f77b4,a
78.35159233894615,451.0941300974332,#1f77b4,a
71.3426826643393,427.24649215379384,#1f77b4,a
57.198726734608314,439.8889168122391,#1f77b4,a
78.1183352059365,417.84209230387177,#1f77b4,a
80.63084414838906,442.209640261389,#1f77b4,a
83.51543954726718,422.9695605181104,#1f77b4,a
62.722846509578865,440.8273783666204,#1f77b4,a
97.39954055905557,426.3359453575727,#1f77b4,a
70.70092781873949,443.5966024036764,#1f77b4,a
75.17325500480358,449.2323368187064,#1f77b4,a
90.97873143771821,459.6137050002745,#1f77b4,a
76.14835123451414,441.898726421933,#1f77b4,a
69.68963694052104,447.22519375782156,#1f77b4,a
84.342456980498,438.1681178940628,#1f77b4,a
106.78645275626384,429.67492563954096,#1f77b4,a
