x,y,color,label
34.677131559533706,41.82786665210455,#1f77b4,a
60.11059648014121,42.346430954804134,#1f77b4,a
27.347344255908528,17.337686068805624,#1f77b4,a
66.29759868977091,43.25496288905356,#1f77b4,a
66.61601068164958,49.61855242573449,#1f77b4,a
53.80427281349522,37.64591105348666,#1f77b4,a
72.20037402896008,33.12026467453819,#1f77b4,a
53.976487652466034,49.273572894617985,#1f77b4,a
56.298512693073775,33.07114771528637,#1f77b4,a
58.58474992874223,28.503602012626686,#1f77b4,a
62.24794814967064,18.297783535492954,#1f77b4,a
83.16000972348849,20.47359109660863,#1f77b4,a
75.13021739950895,28.021067793668294,#1f77b4,a
95.60557874192045,55.36364249164495,#1f77b4,a
85.27139835213241,24.116598572033183,#1f77b4,a
93.37069823863224,47.251764404167886,#1f77b4,a
87.86504965752286,34.848901442028136,#1f77b4,a
70.82405016837671,56.55508546702174,#1f77b4,a
75.09216564152199,49.4107475485053,#1f77b4,a
76.1761426615633,27.75558742791611,#1f77b4,a
92.0705378213516,62.18899227813881,#1f77b4,a
83.50955715910821,66.38627726915803,#1f77b4,a
112.58653139419995,36.17699635291626,#1f77b4,a
113.5934943355919,57.0921014237166,#1f77b4,a
138.5482398608624,49.83799167956204,#1f77b4,a
120.08989235811734,61.42834792300363,#1f77b4,a
144.7071069599798,59.72118935066203,#1f77b4,a
139.87981284045952,76.95034912093536,#1f77b4,a
139.23867701477212,77.86616113217099,#1f77b4,a
124.43552753764384,43.279275358042185,#1f77b4,a
143.1390002809315,80.66878302613031,#1f77b4,a
153.69558334971825,60.04748511575417,#1f77b4,a
165.62453070164537,79.89870234784286,#1f77b4,a
139.57466879779662,55.74429797887586,#1f77b4,a
173.90199202399484,80.06289038847507,#1f77b4,a
153.86999378929102,67.68316780439989,#1f77b4,a
176.80294102280996,56.21686565553978,#1f77b4,a
160.5849849466038,69.28239358982864,#1f77b4,a
179.0114843969435,85.08194080303167,#1f77b4,a
155.3725794781627,70.50924713604019,#1f77b4,a
175.75494749623184,87.37400306415827,#1f77b4,a
160.95246234439622,73.32690820706415,#1f77b4,a
166.46683570372406,94.31789242315341,#1f77b4,a
193.9959944539268,96.87558999312625,#1f77b4,a
168.50448851467272,72.52221973183202,#1f77b4,a
185.68553490577665,104.44191700478217,#1f77b4,a
168.8241711162725,80.48083114045306,#1f77b4,a
199.10146321406384,81.40386917819251,#1f77b4,a
201.3460350723927,99.71418614557632,#1f77b4,a
204.67003697608385,87.72127106405759,#1f77b4,a
181.51449672562447,93.2849517531418,#1f77b4,a
218.6494762669592,107.33269148220666,#1f77b4,a
192.36441535922012,75.73375147262573,#1f77b4,a
218.17904017021078,95.68217352776355,#1f77b4,a
234.56332229812483,83.56515483448737,#1f77b4,a
232.78530805096517,99.45374953318048,#1f77b4,a
244.3048683030738,118.80639608585022,#1f77b4,a
247.47802073823462,118.88701901927777,#1f77b4,a
252.1307143604253,113.94702376995832,#1f77b4,a
263.210684814696,116.25441381298435,#1f77b4,a
273.7641311710341,107.53238225153393,#1f77b4,a
249.9443397183943,135.83316782160176,#1f77b4,a
273.79478598158335,109.32488929012038,#1f77b4,a
277.3513575029754,114.61728992281871,#1f77b4,a
290.99272903114496,133.51691919886906,#1f77b4,a
266.4469498291036,117.87252515167324,#1f77b4,a
289.15506481579934,118.5981423217712,#1f77b4,a
260.7312230048732,139.6113649601254,#1f77b4,a
263.97748094072347,132.56840729302223,#1f77b4,a
281.09278530888497,136.87870438918105,#1f77b4,a
297.96105148287046,126.1538580841713,#1f77b4,a
291.7781694234865,105.59592272021632,#1f77b4,a
