x,y,color,label
46.884063922423664,43.68475616980783,#1f77b4,a
30.71080171756079,27.198780558164515,#1f77b4,a
46.562900239756594,41.30698402836168,#1f77b4,a
46.75928942367103,57.049588923101965,#1f77b4,a
49.442529989796796,33.44106096759771,#1f77b4,a
35.4637233511042,49.15020306622438,#1f77b4,a
46.742880810343955,62.22993082489427,#1f77b4,a
58.72632534169032,47.88071513506077,#1f77b4,a
35.04894242040021,49.177796633905984,#1f77b4,a
30.233087284653603,54.35781220176068,#1f77b4,a
67.54076601251079,41.97611695327191,#1f77b4,a
33.52316318405701,48.854259406180574,#1f77b4,a
37.99467789938385,66.5280216187486,#1f77b4,a
68.6896162763532,50.25083451185287,#1f77b4,a
40.22627869595837,49.09961217940935,#1f77b4,a
39.45009482043393,58.452141158460165,#1f77b4,a
35.538775852405465,52.50961206462085,#1f77b4,a
34.08094297823695,63.54330657842996,#1f77b4,a
35.18386692327504,50.7306037587108,#1f77b4,a
42.97252888035112,59.38516581096951,#1f77b4,a
62.80140355599221,45.33985641875148,#1f77b4,a
66.49704220476225,61.80525215686646,#1f77b4,a
62.97671356908523,71.11752419060122,#1f77b4,a
42.423982655101035,59.04910956881332,#1f77b4,a
47.598810877262764,57.68933933378628,#1f77b4,a
48.027489389119154,86.3498882530161,#1f77b4,a
70.60611970248993,87.77898107116027,#1f77b4,a
63.82622874428248,85.54862926740742,#1f77b4,a
54.19178580441309,61.15633676249314,#1f77b4,a
81.4596882907648,59.38348088161115,#1f77b4,a
56.56715051134873,97.70258122960706,#1f77b4,a
71.74238852920145,78.86372973333124,#1f77b4,a
66.25262565225586,72.56123036128946,#1f77b4,a
54.664594254149996,89.13911990090145,#1f77b4,a
83.88247210650242,95.44566574431406,#1f77b4,a
90.12104222213163,86.0466086779764,#1f77b4,a
72.7455372932897,85.32126176813841,#1f77b4,a
73.11059928389726,120.29287137359768,#1f77b4,a
86.92671488063533,90.4822981099008,#1f77b4,a
63.46769750734087,120.90634745443458,#1f77b4,a
79.21589972769947,108.74032128303685,#1f77b4,a
98.09341013096386,115.53721160795396,#1f77b4,a
100.59768027255978,121.18063392098082,#1f77b4,a
108.16059155393788,117.6768223574382,#1f77b4,a
92.85871840338787,115.33596029283558,#1f77b4,a
74.36691201601202,118.07957491001963,#1f77b4,a
87.80040293745638,122.65243701143231,#1f77b4,a
92.31815596137501,137.357210549515,#1f77b4,a
92.13993731633305,123.56710128352432,#1f77b4,a
101.68695582519851,112.08531131944574,#1f77b4,a
82.92913509837821,107.70867231415758,#1f77b4,a
101.67254340832227,121.34370349146394,#1f77b4,a
89.94217607154137,129.20151834727034,#1f77b4,a
100.92536297250192,110.94814321999564,#1f77b4,a
111.03585785942968,115.56821843477292,#1f77b4,a
113.71807274994183,145.8428092511714,#1f77b4,a
86.68614812012875,116.33374949749339,#1f77b4,a
99.02305140098828,152.51757357057113,#1f77b4,a
