x,y,color,label
43.451519912909745,19.76974489973793,#1f77b4,a
61.120136912714166,51.57535009567408,#1f77b4,a
40.848192448373545,30.074749580464243,#1f77b4,a
52.496313529769054,48.41143765912801,#1f77b4,a
39.728246647161285,30.359190293314896,#1f77b4,a
39.99622806722907,46.31559515860721,#1f77b4,a
56.088643011526344,40.288320617133024,#1f77b4,a
61.3071511692024,34.41173682894953,#1f77b4,a
63.17191401716525,60.68531435300412,#1f77b4,a
56.80884060577496,52.9976439808251,#1f77b4,a
53.45804935532288,68.31866178254205,#1f77b4,a
58.75785159687203,69.44748100537458,#1f77b4,a
73.00362916718392,55.817596834121844,#1f77b4,a
46.441557227544905,46.83546375014197,#1f77b4,a
50.70301199623718,73.2688605140238,#1f77b4,a
73.61858997491885,46.25855564358949,#1f77b4,a
48.685022383936726,59.56958124345249,#1f77b4,a
68.15035888223723,57.60868286800468,#1f77b4,a
52.07868329933751,83.08752470934797,#1f77b4,a
56.889566606975876,84.24666253451994,#1f77b4,a
83.94339495383647,74.25705285692175,#1f77b4,a
56.88771982025746,85.79541901703402,#1f77b4,a
91.1254197156793,79.27923199792843,#1f77b4,a
61.98958608905411,80.72752101527738,#1f77b4,a
73.28785507979852,110.9229943617899,#1f77b4,a
87.09895726624785,99.14919168075352,#1f77b4,a
61.638829545475446,85.50069305153824,#1f77b4,a
76.12727861251257,81.69605291823206,#1f77b4,a
87.37198000125736,103.13048134284253,#1f77b4,a
74.44816557445148,98.26718182250681,#1f77b4,a
89.80606462198271,104.93699741468998,#1f77b4,a
102.95312381436617,113.67464751180341,#1f77b4,a
85.1389609511304,123.604249383369,#1f77b4,a
81.72406215514722,139.82115759210978,#1f77b4,a
86.41802204543964,135.76281860364253,#1f77b4,a
97.57979042517935,143.7639116149652,#1f77b4,a
86.35960338450674,148.63020171604467,#1f77b4,a
109.57695996244651,160.40837598861862,#1f77b4,a
79.18526244489343,163.26435653671257,#1f77b4,a
103.6514814467545,140.08482910021644,#1f77b4,a
75.62240442688517,138.92000992098838,#1f77b4,a
