x,y,color,label
49.544088190239655,438.6131918365951,#1f77b4,a
66.02957762495129,452.65963309010533,#1f77b4,a
36.376420267934904,447.04084556182744,#1f77b4,a
65.72956119921926,441.65219615834053,#1f77b4,a
50.37967685312853,432.4114428768684,#1f77b4,a
51.81753849698977,426.32354062815887,#1f77b4,a
49.43802259863294,424.64963475368984,#1f77b4,a
50.41381719469499,432.8776459577129,#1f77b4,a
53.76363798147543,435.8623619819477,#1f77b4,a
63.82696786832999,424.8240235937111,#1f77b4,a
79.7454160549724,429.5784158823284,#1f77b4,a
45.616072886142234,402.61888172020747,#1f77b4,a
62.91125829024041,408.26075931823846,#1f77b4,a
75.88570089032942,419.7325409074162,#1f77b4,a
65.75985089322948,407.41402331216693,#1f77b4,a
64.4112461749292,408.9061636363052,#1f77b4,a
82.2635687015967,386.84419625380195,#1f77b4,a
83.32904746389931,411.37316972370627,#1f77b4,a
64.20523680658944,379.0485175349518,#1f77b4,a
62.59254430753458,407.15538511894,#1f77b4,a
85.05934098821649,366.50682127341025,#1f77b4,a
54.62578077394302,385.6800456263867,#1f77b4,a
74.95220495187364,385.45242393617923,#1f77b4,a
50.63751459739344,371.42092765431073,#1f77b4,a
52.741306042803586,376.7412688557946,#1f77b4,a
64.89192302138736,371.8828928094738,#1f77b4,a
76.96534691750288,354.8918078772734,#1f77b4,a
58.11782091000363,351.56840891920854,#1f77b4,a
86.82197867356933,345.1479717096583,#1f77b4,a
73.33020281443875,329.90631598547475,#1f77b4,a
84.65248992761389,346.3369316876696,#1f77b4,a
69.81929783133175,358.5465647948804,#1f77b4,a
80.50174723221232,351.1035795829366,#1f77b4,a
62.42545150508947,338.8774183810541,#1f77b4,a
79.91376309634231,345.82396535795317,#1f77b4,a
56.48794520916593,342.37558148747115,#1f77b4,a
63.80695471511925,331.29447801735336,#1f77b4,a
71.86790214605823,316.1627531835692,#1f77b4,a
61.744731489904915,344.3281908618166,#1f77b4,a
58.3827140443194,334.75564868345043,#1f77b4,a
88.85702232030667,332.97979217224366,#1f77b4,a
77.6625761766124,312.0287970649074,#1f77b4,a
84.89577388025569,329.78514269128675,#1f77b4,a
75.2569427199667,325.92145201900803,#1f77b4,a
53.6126282245811,292.33827581680987,#1f77b4,a
70.10523314422058,299.7869730678051,#1f77b4,a
54.88752963267753,291.99086113393827,#1f77b4,a
67.92987492464331,305.35940000147195,#1f77b4,a
87.3778990405383,288.75572151095867,#1f77b4,a
92.17334577718309,297.1376348619849,#1f77b4,a
92.70340122703922,285.450306855967,#1f77b4,a
67.4813377969331,279.93660965875404,#1f77b4,a
62.88884431396977,280.10999605653564,#1f77b4,a
75.57604253117621,304.96468540226056,#1f77b4,a
71.23649884809508,305.7522069834345,#1f77b4,a
80.74791587904724,311.90444696392,#1f77b4,a
90.74510048037928,305.6231913714041,#1f77b4,a
93.70987910404055,273.4625726377475,#1f77b4,a
80.53817041989916,286.63680207919504,#1f77b4,a
71.60947948144594,272.05612425351,#1f77b4,a
66.4467034467709,284.1235468400465,#1f77b4,a
78.05812735482776,299.5046769631899,#1f77b4,a
97.4653739691145,293.62604852410504,#1f77b4,a
96.52941305772116,298.2584014228557,#1f77b4,a
84.83225763021854,284.1730472996752,#1f77b4,a
90.74449092914654,265.35253321779396,#1f77b4,a
104.85864297501672,266.61439083723116,#1f77b4,a
86.94697840354841,260.8403975190895,#1f77b4,a
74.71289657059609,254.51813841037438,#1f77b4,a
109.35319125199905,263.18389459970035,#1f77b4,a
86.64786248067065,280.1312552379079,#1f77b4,a
77.65878150458785,257.74530017416396,#1f77b4,a
95.59460725464257,267.0460843260874,#1f77b4,a
110.09750274647936,244.49537013229946,#1f77b4,a
114.76784507197407,245.23299248018918,#1f77b4,a
98.71572191215691,263.1151361025712,#1f77b4,a
103.25957260054346,223.20732887842416,#1f77b4,a
89.86164483557957,245.1604393956372,#1f77b4,a
91.92481533899999,210.1691561298731,#1f77b4,a
101.13458056492058,226.83012515930847,#1f77b4,a
96.370840451638,239.67133687366834,#1f77b4,a
107.1659948956329,235.0429257751797,#1f77b4,a
127.16425264538783,198.72962649821335,#1f77b4,a
105.28305068789705,208.53665224287494,#1f77b4,a
119.5593314782568,206.72869542511887,#1f77b4,a
114.36792778790176,208.87855566145885,#1f77b4,a
117.70930299596995,198.39511921219628,#1f77b4,a
136.93151480931476,196.12316331501563,#1f77b4,a
116.6703977651846,189.64376903698434,#1f77b4,a
112.41757078072413,180.05168858043868,#1f77b4,a
116.14171732025432,177.73112601806474,#1f77b4,a
144.96329858612893,169.49322712260266,#1f77b4,a
118.84835436305443,191.93513334637123,#1f77b4,a
139.98001777914467,161.9422232701454,#1f77b4,a
139.63996421659078,186.04970346739168,#1f77b4,a
146.55501370067702,179.29292901622108,#1f77b4,a
154.79317176410015,163.77781595239065,#1f77b4,a
127.52187022849775,180.68741284986584,#1f77b4,a
128.1140169778824,153.56025219419502,#1f77b4,a
142.90323537856844,170.09779484826583,#1f77b4,a
137.36306204175403,151.27257409141015,#1f77b4,a
135.7865674588994,140.75642045883495,#1f77b4,a
158.4679454663113,155.77721949061527,#1f77b4,a
168.29589934309885,133.6741909380346,#1f77b4,a
171.574883446883,166.43114883678305,#1f77b4,a
139.63485932613992,131.11486385101477,#1f77b4,a
151.50363115418105,129.80777745822894,#1f77b4,a
177.3995245430658,136.1345544848466,#1f77b4,a
175.8778896681854,125.042048527627,#1f77b4,a
157.27374090866056,118.23523506070484,#1f77b4,a
160.02497798140925,120.23385696190422,#1f77b4,a
184.66849314298918,126.78727268068627,#1f77b4,a
157.4356529305165,139.50840421945753,#1f77b4,a
188.55368330286487,124.91603298376867,#1f77b4,a
180.75727744657414,142.07064712256323,#1f77b4,a
192.53553801115768,107.96078467106139,#1f77b4,a
165.60999768252546,130.48280999573,#1f77b4,a
202.29407927010772,111.93562793377362,#1f77b4,a
197.0424050963463,119.85579388471666,#1f77b4,a
204.33831727333552,133.93906920645924,#1f77b4,a
185.7500376584754,109.98650188745836,#1f77b4,a
209.93481648488532,123.17175709106652,#1f77b4,a
189.09789172725758,96.9546359502205,#1f77b4,a
177.55996787039058,110.06868514104121,#1f77b4,a
215.3880958099621,94.33146652623952,#1f77b4,a
178.68557712048465,94.48931688781761,#1f77b4,a
212.32748806130354,90.08764129571023,#1f77b4,a
214.13779584146823,123.69135548635762,#1f77b4,a
200.09531063905467,96.24585722768381,#1f77b4,a
202.01232178834252,85.2780897007222,#1f77b4,a
191.76041197544282,106.54884596873211,#1f77b4,a
227.15279716399596,107.73645401712304,#1f77b4,a
196.21061652482447,78.08222359280023,#1f77b4,a
212.06799038996394,76.05090025626009,#1f77b4,a
197.98010427351676,98.12408774847648,#1f77b4,a
206.5335712266918,108.64611510012043,#1f77b4,a
205.9174206372698,104.06584980540072,#1f77b4,a
211.21035780365986,84.4532330771342,#1f77b4,a
214.83134549910676,81.65521975050797,#1f77b4,a
208.93143088336714,88.29874006119945,#1f77b4,a
212.3034404698688,90.5208599116184,#1f77b4,a
236.59226879089013,67.27714637912163,#1f77b4,a
223.54945618065068,77.77384559480896,#1f77b4,a
237.3497039422201,95.63110774895972,#1f77b4,a
251.52254867802122,78.19195467314972,#1f77b4,a
253.74984354817832,71.93685052636545,#1f77b4,a
230.72507580432935,97.25143623225239,#1f77b4,a
231.66915328449997,73.8387646857974,#1f77b4,a
247.54736261317674,75.72918105045136,#1f77b4,a
252.31510119490807,92.43509785019643,#1f77b4,a
274.4350683118255,86.32633135987481,#1f77b4,a
259.07802925026607,59.990388740052026,#1f77b4,a
265.77798438485917,84.1379739026952,#1f77b4,a
271.56686886829226,74.15077084210299,#1f77b4,a
275.61340029746873,84.40570199866403,#1f77b4,a
301.9108263318138,48.600115380716886,#1f77b4,a
310.0180915358943,73.67308667423015,#1f77b4,a
310.07332124436533,57.382052182891016,#1f77b4,a
316.26664006936113,61.48072743851026,#1f77b4,a
331.24006317384624,80.38273977465497,#1f77b4,a
305.3759031601087,66.14142027680623,#1f77b4,a
309.6758381805588,61.028196846311516,#1f77b4,a
332.45960020548085,53.87286320351376,#1f77b4,a
328.9139609891185,67.7637577764931,#1f77b4,a
324.7608157287144,62.09699491711342,#1f77b4,a
336.66107507976983,49.164559564839124,#1f77b4,a
333.1830908522125,41.4222316110978,#1f77b4,a
356.9399573993078,76.52319696448086,#1f77b4,a
334.4352278485764,74.73548694357333,#1f77b4,a
347.85099464716376,39.51702794672104,#1f77b4,a
342.35203192312827,54.98299778143996,#1f77b4,a
369.9584570095707,36.345152066951414,#1f77b4,a
365.5551950093735,48.28768005153728,#1f77b4,a
369.05188608417825,69.36685021598043,#1f77b4,a
386.2014658542164,33.64497623017667,#1f77b4,a
364.1931747854984,54.42265476940946,#1f77b4,a
384.6307297766233,37.71283028022543,#1f77b4,a
364.03686282096726,41.7903696593346,#1f77b4,a
364.4200130018897,57.02781209730847,#1f77b4,a
369.80860832033,50.46866506175985,#1f77b4,a
387.624452628595,49.779395352145,#1f77b4,a
382.70379563249537,34.84027704154067,#1f77b4,a
418.7157255232756,58.801636417814905,#1f77b4,a
413.90473927957095,51.40446602223278,#1f77b4,a
393.1884998022755,49.83284253617484,#1f77b4,a
412.33572613335474,37.51446688029432,#1f77b4,a
430.8037523662052,32.83676869928871,#1f77b4,a
430.8675252667593,57.127485572010244,#1f77b4,a
427.74083281891365,41.312041894289905,#1f77b4,a
410.24072647248454,32.741340487587706,#1f77b4,a
447.1197280941621,60.597871716944724,#1f77b4,a
448.5834088009067,55.06435890143729,#1f77b4,a
441.0054355084623,34.00553081623616,#1f77b4,a
450.9979625018985,31.73843403627899,#1f77b4,a
468.29102807148263,33.894629940360176,#1f77b4,a
475.2693028248173,27.371468869664966,#1f77b4,a
457.6249419018039,51.55223238406671,#1f77b4,a
450.32560161615817,54.42999067905413,#1f77b4,a
473.67414043093845,22.5827443079736,#1f77b4,a
482.0896850417469,34.27010450101068,#1f77b4,a
475.55262565803537,34.84801555161056,#1f77b4,a
476.0610006047516,46.51954615142688,#1f77b4,a
515.6318165179676,24.803506707803706,#1f77b4,a
526.3991470491301,41.25332850594083,#1f77b4,a
515.9991354974167,37.828153010682115,#1f77b4,a
509.53702334701745,45.02669282727021,#1f77b4,a
552.2261050350372,33.26611008402733,#1f77b4,a
520.6186975704298,14.009983639758161,#1f77b4,a
559.0247823624534,28.012897550738217,#1f77b4,a
540.1550080558379,29.01075474593773,#1f77b4,a
536.5403904833199,30.30027729185781,#1f77b4,a
574.1868702629807,38.21786196655552,#1f77b4,a
568.3711839664774,46.22414006941813,#1f77b4,a
552.2561470803569,40.28763897179891,#1f77b4,a
566.163381927564,48.93628565526245,#1f77b4,a
581.157463418838,14.181532084087678,#1f77b4,a
579.590414796327,38.67816178612628,#1f77b4,a
594.9761472354521,16.243898359046227,#1f77b4,a
576.9547801501004,44.58408549105155,#1f77b4,a
615.0288486341335,24.19719732705022,#1f77b4,a
621.1135430778945,12.744081011008689,#1f77b4,a
622.3693068321418,12.364475429827962,#1f77b4,a
598.9210806391868,31.419255407149535,#1f77b4,a
605.9562065220819,9.200231615076177,#1f77b4,a
610.2416092177635,27.410767530408123,#1f77b4,a
641.4271585277768,21.78463680732233,#1f77b4,a
625.5121299052818,46.580025801239685,#1f77b4,a
637.0260601625781,10.70019273890955,#1f77b4,a
632.4658507922228,44.45624842614109,#1f77b4,a
629.5356213377117,27.161075372504797,#1f77b4,a
639.9580127102371,12.18554073171424,#1f77b4,a
661.5266906106172,15.31979715898899,#1f77b4,a
668.2449499617846,45.560386328668415,#1f77b4,a
687.2042940212743,37.51398046228633,#1f77b4,a
661.8949288620354,40.18546471530783,#1f77b4,a
662.410511929411,40.593112922091905,#1f77b4,a
690.8833299493729,25.39052864945387,#1f77b4,a
678.6974523039037,42.747985814910294,#1f77b4,a
713.3298348121338,9.069112759450945,#1f77b4,a
706.3564172840212,40.32230666776462,#1f77b4,a
713.8298197250045,21.494602232615875,#1f77b4,a
710.3288625273899,42.258452222299866,#1f77b4,a
724.8507374094683,43.02225790305164,#1f77b4,a
730.3309432655448,40.14044970068636,#1f77b4,a
738.0452439851218,7.900561802214099,#1f77b4,a
706.6685016714929,27.70362617525859,#1f77b4,a
746.8725365859776,29.929408705152184,#1f77b4,a
720.2250439026755,26.38142674964729,#1f77b4,a
745.3390961544611,42.61561473251652,#1f77b4,a
735.6731121782313,44.48500536500154,#1f77b4,a
729.3493993328577,12.746922053405058,#1f77b4,a
732.7877763110878,13.478012318759852,#1f77b4,a
731.6678829556344,22.617865275456495,#1f77b4,a
770.3973873731766,17.307643380376703,#1f77b4,a
731.8873223098967,42.562639283541785,#1f77b4,a
761.6761442390807,31.09260942851489,#1f77b4,a
735.3745445475871,32.41676517769952,#1f77b4,a
