x,y,color,label
13.438954592704441,445.1577744272883,#1f77b4,a
16.690740998098036,448.9921395254836,#1f77b4,a
24.17030531804786,455.702564974446,#1f77b4,a
16.122717072894524,460.18535405557554,#1f77b4,a
22.53479138629295,463.8299517882535,#1f77b4,a
42.750251924421526,436.9429688540423,#1f77b4,a
28.107927007940585,450.11181011216144,#1f77b4,a
46.92745501897387,427.2658104675762,#1f77b4,a
26.05790123380018,422.89312516340397,#1f77b4,a
19.07864253801646,414.3120229865726,#1f77b4,a
11.769546850156935,416.33398556753923,#1f77b4,a
14.15502851392711,423.32725434248954,#1f77b4,a
40.00136279384972,427.8259755268117,#1f77b4,a
48.06083239147654,419.35014803559943,#1f77b4,a
26.217411857505724,411.78643163591147,#1f77b4,a
39.27917704014848,403.7344945278298,#1f77b4,a
33.28632624522428,396.71367470281183,#1f77b4,a
13.58197960818018,402.39671732502063,#1f77b4,a
47.71115599622568,409.64940863550936,#1f77b4,a
51.22782477199959,398.59818339390824,#1f77b4,a
47.89945910913174,397.0767384915797,#1f77b4,a
22.898731344649704,369.63711545657907,#1f77b4,a
21.357043863576962,367.1890295351118,#1f77b4,a
32.85044894477872,360.9663230545468,#1f77b4,a
48.702539108635015,390.5898506400092,#1f77b4,a
51.87327211799211,382.90693770673465,#1f77b4,a
44.41295404192479,343.9685677363783,#1f77b4,a
42.90721530326191,345.89667399999985,#1f77b4,a
24.862648001069694,339.87828322780416,#1f77b4,a
36.87702126950671,316.04933719094697,#1f77b4,a
39.65403363170634,303.54594936416845,#1f77b4,a
29.59722537750855,309.0468790741246,#1f77b4,a
19.04445478184289,318.06162639661807,#1f77b4,a
43.94021412396285,318.4649269470406,#1f77b4,a
39.31598579807502,301.0704842184252,#1f77b4,a
49.65616718477253,306.9529516947246,#1f77b4,a
46.976127909676414,300.4966679574916,#1f77b4,a
17.22034612822376,272.3551390216445,#1f77b4,a
29.835544354264222,274.03801716463045,#1f77b4,a
44.32478800258675,298.5356203965368,#1f77b4,a
42.05775691666537,285.2082888353418,#1f77b4,a
38.3826888887332,285.4208205716883,#1f77b4,a
41.62054843893901,285.1715425883219,#1f77b4,a
41.33227816812886,260.5492413761365,#1f77b4,a
21.215175313814175,248.20245963943813,#1f77b4,a
16.367660285705092,232.5590828711277,#1f77b4,a
20.137682585090943,242.26718735118288,#1f77b4,a
35.238510568867966,233.5855139089628,#1f77b4,a
32.1968315494728,219.34069313681493,#1f77b4,a
27.612527285505646,202.32131276213414,#1f77b4,a
34.5331055393201,195.2650793489713,#1f77b4,a
31.01112867375243,218.58315961811536,#1f77b4,a
25.757118153424933,205.34963696115233,#1f77b4,a
36.378877556460935,176.86014193088425,#1f77b4,a
33.14683414116216,171.7196045249188,#1f77b4,a
44.925096746031244,185.8351349940752,#1f77b4,a
27.56992728945013,180.8946144106917,#1f77b4,a
43.51195896520086,150.1211272093339,#1f77b4,a
50.36037440886043,181.90332905314028,#1f77b4,a
48.31388181497529,147.09355458132939,#1f77b4,a
22.88867708009761,141.95319874860132,#1f77b4,a
24.750586326130893,145.93096911189167,#1f77b4,a
43.17059354307831,147.53334727178378,#1f77b4,a
43.56173652502427,165.4241591647584,#1f77b4,a
37.487178863821455,122.24418807871751,#1f77b4,a
51.455817073217446,149.76359466885305,#1f77b4,a
46.66167813175533,114.94704516121539,#1f77b4,a
45.8021864787677,130.08622043716167,#1f77b4,a
15.758310066442734,127.21161657775679,#1f77b4,a
43.97391961626429,91.65785999349384,#1f77b4,a
31.413706592589023,119.49809212628725,#1f77b4,a
18.475780331645257,103.69506414175845,#1f77b4,a
46.27562421919697,89.56771111422825,#1f77b4,a
26.478856355790143,103.3050896703383,#1f77b4,a
36.277609863943866,100.13919408333084,#1f77b4,a
40.32638104027056,95.40098171663203,#1f77b4,a
19.339168222030008,80.65804520821621,#1f77b4,a
17.04150367430301,54.970408575720796,#1f77b4,a
27.247577663172482,77.21540269057817,#1f77b4,a
26.90334972385701,64.49675622174652,#1f77b4,a
34.097045617589444,48.967891985743165,#1f77b4,a
32.39850521161485,74.24712637526682,#1f77b4,a
40.13681704186061,55.90529655704455,#1f77b4,a
37.69415301524723,58.45497837661361,#1f77b4,a
39.674006050659905,58.021643620353416,#1f77b4,a
51.22199206412176,69.9411377647856,#1f77b4,a
31.65739985095734,32.2548891488035,#1f77b4,a
55.264486573351554,59.34666400351006,#1f77b4,a
52.34840009676996,61.58845530245867,#1f77b4,a
77.90467792944978,64.49089853734529,#1f77b4,a
68.78939563889944,40.970761534617,#1f77b4,a
40.514039735713,45.273536191775236,#1f77b4,a
51.90574653897539,49.04911651540846,#1f77b4,a
73.41800588372783,55.98835969096649,#1f77b4,a
54.53227277407495,57.10734979350508,#1f77b4,a
45.477059756124305,54.73578992829897,#1f77b4,a
76.85179869077577,46.28568599143716,#1f77b4,a
65.66986381796312,38.53697303446842,#1f77b4,a
67.81739606086222,52.34617123264309,#1f77b4,a
74.95385870213178,68.95609603360487,#1f77b4,a
72.21848611149952,70.51760656954275,#1f77b4,a
74.44650833105163,50.93189758352571,#1f77b4,a
81.87600808672855,68.06238155257535,#1f77b4,a
83.10997178631774,58.55746144411546,#1f77b4,a
70.15626729631035,74.55431244046002,#1f77b4,a
56.284130118690285,98.6430180316803,#1f77b4,a
85.91514923432553,98.56489305025661,#1f77b4,a
63.892252147036885,95.13819505224592,#1f77b4,a
75.68642596881405,89.74139302862073,#1f77b4,a
59.16791615999752,108.53927094884114,#1f77b4,a
93.00284074499231,119.70458529206593,#1f77b4,a
80.01155923549422,113.03551254228188,#1f77b4,a
64.1921934966895,141.71920117809606,#1f77b4,a
88.73896807722765,158.97071727499645,#1f77b4,a
87.34872813918389,164.6687052298538,#1f77b4,a
100.28240499349876,180.08839966798973,#1f77b4,a
69.23814861324001,165.29130962369055,#1f77b4,a
96.9093181840317,194.09375325433479,#1f77b4,a
67.99298703287803,178.63011966471117,#1f77b4,a
87.07644574109943,174.08241495656068,#1f77b4,a
96.50367298936112,195.5941114426999,#1f77b4,a
91.23131707051276,211.9760001562223,#1f77b4,a
102.42032621716854,215.21289075823375,#1f77b4,a
69.23947568778263,244.06157500687198,#1f77b4,a
103.33964494257721,257.4209889748383,#1f77b4,a
86.50015815419253,272.0390675526856,#1f77b4,a
73.44808430422762,254.07015477652183,#1f77b4,a
82.55701083707123,271.7874994339204,#1f77b4,a
